ds,yhat,yhat_lower,yhat_upper
2012-12-04,19.770999069426882,9.356060888740554,29.653751901814108
2012-12-05,19.933699562537473,9.113088963477828,30.65401463325192
2012-12-06,19.683201883328394,9.164874802611065,30.71438891907468
2012-12-07,19.242578095944708,8.593791096357263,30.04855252591871
2012-12-08,19.34352377561489,8.682285273066745,29.99569802461193
2012-12-10,18.571690466392916,7.97527302542512,28.85049160521083
2012-12-11,18.689903593218517,7.342808718853717,28.836261176241308
2012-12-12,18.987966655225353,9.28281170350088,29.786923797668628
2012-12-13,18.868963368051244,8.568968946345699,29.524553358173492
2012-12-14,18.556228033365635,7.918131893227117,28.320162670126923
2012-12-15,18.781840799062454,8.484183472130242,30.243991122706607
2012-12-17,18.251556123980627,8.243179032316965,28.925358972268228
2012-12-18,18.48762201093,7.6307543245608755,29.529627774619062
2012-12-19,18.902169297660667,9.413416733334564,29.815347370442556
2012-12-20,18.89860259663716,7.403745785051503,29.470090982808824
2012-12-21,18.700442715591688,8.581772038975732,29.397567417618895
2012-12-22,19.03979238083852,9.06527851035727,29.463948773635586
2012-12-24,18.733608988041855,8.60952987029581,29.35371621217571
2012-12-26,19.600355314368468,8.786581445885238,30.381435804047513
2012-12-27,19.69980205278111,9.1066584400491,29.49526910564822
2012-12-28,19.599811404467044,8.192997402497408,30.101827426996547
2012-12-29,20.03118505238765,9.757122411531416,29.55791337897013
2012-12-31,19.884863368263403,9.451456940552458,30.40657943922753
2013-01-01,20.29516670708526,10.214697957195229,30.99498368528063
2013-01-02,20.869124588674097,9.657986958266536,31.388381450665833
2013-01-03,21.007711642481464,10.46251583177126,31.273598762870222
2013-01-04,20.931953036567663,10.587154643689086,30.763443369442648
2013-01-05,21.371464603994415,10.796549167593875,32.44301244558179
2013-01-07,21.189455995170515,10.990574303967668,31.952126464422186
2013-01-08,21.554743719580284,11.134354316670748,31.80066874705124
2013-01-09,22.06527487473521,11.291430597213086,32.883366158100955
2013-01-10,22.12221063944891,11.650695058970209,31.941507880050068
2013-01-11,21.947106756047134,11.13759213370967,32.851045188201084
2013-01-14,21.8108889431769,11.499020993431154,32.93053846064874
2013-01-15,22.018176534825834,11.784025353433009,32.9080652050565
2013-01-16,22.360632902905593,11.665307502991402,31.819952102626647
2013-01-17,22.241771597944684,11.964290483609782,32.99181194186108
2013-01-18,21.885684252023378,11.107311398570712,32.77456512699412
2013-01-19,22.025531810194035,12.132254084767794,32.76547740245588
2013-01-21,21.202376544830997,10.521961343940726,32.136767456240136
2013-01-22,21.23504501958213,10.672791347884031,32.31663928609386
2013-01-23,21.411171000231572,11.82825945130308,31.82402779658337
2013-01-24,21.1367062335001,10.237397611771597,31.479741947939704
2013-01-25,20.63796140145054,10.140845377757298,30.998416345324742
2013-01-28,19.622268381170827,9.421276955670539,30.325192179636865
2013-01-29,19.58028351087498,9.422623278794665,30.064729729609745
2013-01-30,19.70102794662243,8.394913890594657,29.856320591938047
2013-01-31,19.390580742388174,8.755883914158629,29.792063422053797
2013-02-01,18.874982722974096,8.476491943921504,28.891265972056708
2013-02-02,18.888690274169793,8.737724734955965,29.168137608318588
2013-02-04,17.91516782729856,7.437749592766455,28.1442779600836
2013-02-05,17.922821030117746,5.803927773127193,28.121871803290077
2013-02-06,18.105766151587833,7.343023604514548,29.301386338499164
2013-02-07,17.86799000051532,7.547386698287858,28.95963843857007
2013-02-08,17.433299868779116,6.767138736115222,27.777157715866725
2013-02-11,16.74241912220579,7.132676104636278,26.76618779702457
2013-02-12,16.840843865215184,6.803843448494207,26.66388555877242
2013-02-13,17.111584004086414,7.124540010710023,28.371103512163124
2013-02-14,16.95677234679635,6.7117700621588074,27.759583601413553
2013-02-15,16.598606047683607,5.423554988627036,27.72335637994698
2013-02-16,16.767895666144327,6.0069416680776735,27.925370260163156
2013-02-18,16.08691578236926,5.925626038100083,27.10351133212066
2013-02-19,16.225975280771376,5.492384801908384,26.78509656138962
2013-02-22,16.04805661674762,5.749952067351331,26.89725631465558
2013-02-23,16.221647915928415,6.228893499878739,26.87102953627246
2013-02-25,15.53010676475024,4.399390469961781,27.35149019710043
2013-02-26,15.657218570919468,5.248994654856334,26.368006412438252
2013-02-27,15.94451305176602,5.214446433697425,25.760513250806767
2013-02-28,15.796155885581484,5.6387608855661755,26.696998310532816
2013-03-01,15.436698967717739,4.539509871110871,26.162138370944454
2013-03-02,15.599549942652114,5.249497953000064,25.51868335402122
2013-03-04,14.901333574313046,4.548726968448506,25.67391761488183
2013-03-05,15.03521915611575,5.021690061923032,26.22581450219684
2013-03-06,15.337484556582817,3.8031990211877043,26.658548729601613
2013-03-07,15.213075319343567,4.783078323174192,25.441898200590188
2013-03-08,14.887043514869053,4.0407480694676785,25.10388973149082
2013-03-09,15.093001800087332,4.542974785573655,26.397260068913496
